,source,text,created_at,sentiment
20615,Twitter for iPhone,"I only signed the Defense Production Act to combat the Chinese Virus should we need to invoke it in a worst case scenario in the future. Hopefully there will be no need, but we are all in this TOGETHER!",2020-03-18 21:37:22+00:00,positive
20618,Twitter for iPhone,"We are going to WIN, sooner rather than later!",2020-03-19 12:54:47+00:00,positive
20626,Twitter for iPhone,"THANK YOU to our Police Officers, Fire Fighters, and EMS who help us defeat the Virus every day. Our proud nation is grateful for the unwavering dedication and sacrifice of our First Responders and their families. TOGETHER we will beat this!",2020-03-19 22:16:29+00:00,positive
20692,Twitter for iPhone,White House News Conference at 12:30 P.M. Thank you!,2020-03-21 15:36:29+00:00,positive
20775,Twitter for iPhone,"Ford, General Motors and Tesla are being given the go ahead to make ventilators and other metal products, FAST! @fema  Go for it auto execs, lets see how good you are? @RepMarkMeadows @GOPLeader @senatemajldr",2020-03-22 14:25:16+00:00,neutral
20776,Twitter for iPhone,Thank you to Fred Smith and @FedEx for the rapid emergency deliveries you are making all over our Nation. Keep it going!,2020-03-22 14:49:27+00:00,positive
20777,Twitter for iPhone,Working very well with States and our Nation’s Governors. #TEAMWORK,2020-03-22 14:52:09+00:00,positive
20780,Twitter for iPhone,".@JBPritzker, Governor of Illinois, and a very small group of certain other Governors, together with Fake News @CNN & Concast (MSDNC), shouldn’t be blaming the Federal Government for their own shortcomings. We are there to back you up should you fail, and always will be!",2020-03-22 16:14:59+00:00,negative
20781,Twitter for iPhone,"The hard working men and women of @UPS are working overtime to maintain our supply chain and deliver medical supplies to those in need. Your work is critical to the health of our nation, keep it up!",2020-03-22 17:32:30+00:00,positive
20782,Twitter for iPhone,Will be having a News Conference from our beautiful White House at 5:00 P.M. Many things to discuss. Thank you!,2020-03-22 19:50:52+00:00,neutral
20789,Twitter for iPhone,"My friend (always there when I’ve needed him!), Senator @RandPaul, was just tested “positive” from the Chinese Virus. That is not good! He is strong and will get better. Just spoke to him and he was in good spirits.",2020-03-23 01:20:08+00:00,positive
20790,Twitter for iPhone,"I watch and listen to the Fake News, CNN, MSDNC, ABC, NBC, CBS, some of FOX (desperately & foolishly pleading to be politically correct), the @nytimes, & the @washingtonpost, and all I see is hatred of me at any cost. Don’t they understand that they are destroying themselves?",2020-03-23 03:28:00+00:00,negative
20791,Twitter for iPhone,"WE CANNOT LET THE CURE BE WORSE THAN THE PROBLEM ITSELF. AT THE END OF THE 15 DAY PERIOD, WE WILL MAKE A DECISION AS TO WHICH WAY WE WANT TO GO!",2020-03-23 03:50:20+00:00,neutral
20792,Twitter for iPhone,"We will be guided by the wishes of Prime Minister Abe of Japan, a great friend of the United States and a man who has done a magnificent job on the Olympic Venue, as to attending the Olympic Games in Japan. He will make the proper decision!",2020-03-23 11:53:55+00:00,positive
20819,Twitter for iPhone,THIS IS WHY WE NEED BORDERS!,2020-03-23 14:16:00+00:00,negative
20820,Twitter for iPhone,"The New York Times changed headlines 3 times in order to satisfy the Radical Left. What should have been a good story got “worse & worse”, until the headline alone made it very unfair. Fake & Corrupt News that is very dangerous for our Country!",2020-03-23 14:28:42+00:00,negative
20831,Twitter for iPhone,Republicans had a deal until Nancy Pelosi rode into town from her extended vacation. The Democrats want the Virus to win? They are asking for things that have nothing to do with our great workers or companies. They want Open Borders & Green New Deal. Republicans shouldn’t agree!,2020-03-24 03:33:07+00:00,negative
20832,Twitter for iPhone,The Hill/HarrisX: 61% to 39% Approval Rating on handling of Coronavirus situation. Thank you!,2020-03-24 03:43:45+00:00,positive
20844,Twitter for iPhone,"The World market for face masks and ventilators is Crazy. We are helping the states to get equipment, but it is not easy. Just got 400 Ventilators for @NYCMayor Bill de Blasio. Work beginning on 4 hospitals in New York! Millions of different type items coming!",2020-03-24 10:14:36+00:00,positive
20859,Twitter for iPhone,"The Defense Production Act is in full force, but haven’t had to use it because no one has said NO! Millions of masks coming as back up to States.",2020-03-24 12:00:33+00:00,positive
20860,Twitter for iPhone,This is not about the ridiculous Green New Deal. It is about putting our great workers and companies BACK TO WORK!,2020-03-24 12:04:25+00:00,positive
20861,Twitter for iPhone,"Congress must approve the deal, without all of the nonsense, today. The longer it takes, the harder it will be to start up our economy. Our workers will be hurt!",2020-03-24 12:45:18+00:00,positive
20862,Twitter for iPhone,"Our people want to return to work. They will practice Social Distancing and all else, and Seniors will be watched over protectively & lovingly. We can do two things together. THE CURE CANNOT BE WORSE (by far) THAN THE PROBLEM! Congress MUST ACT NOW. We will come back strong!",2020-03-24 14:16:34+00:00,positive
20863,Twitter for iPhone,Will be doing a Town Hall on @FoxNews at 12:05 P.M. (Now). I will go on around 1:00 P.M. Enjoy!,2020-03-24 16:04:37+00:00,neutral
20864,Twitter for iPhone,"Price transparency is so important for the people of our Country. In many ways, it will prove to be as important as healthcare itself. A great issue for both Republicans and Democrats. Hopefully it will be approved!",2020-03-24 19:08:11+00:00,negative
20874,Twitter for iPhone,"I am working very hard to help New York City & State. Dealing with both Mayor & Governor and producing tremendously for them, including four new medical centers and four new hospitals. Fake News that I won’t help them because I don’t like Cuomo (I do). Just sent 4000 ventilators!",2020-03-25 10:40:52+00:00,negative
20895,Twitter for iPhone,"Just reported that the United States has done far more “testing” than any other nation, by far! In fact, over an eight day span, the United States now does more testing than what South Korea (which has been a very successful tester) does over an eight week span. Great job!",2020-03-25 14:44:17+00:00,positive
20896,Twitter for iPhone,"The four hospitals that we (FEMA) are building in NYC at the Javits Convention Center are moving along very well, ahead of schedule. Many additional ventilators also delivered. Good conversation with Governor Cuomo!",2020-03-25 14:49:56+00:00,positive
20897,Twitter for iPhone,"Congratulations to Prime Minister Abe of Japan, and the IOC, on their very wise decision to present the Olympics in 2021. It will be a great success, and I look forward to being there!",2020-03-25 14:54:47+00:00,positive
20899,Twitter for iPhone,The LameStream Media is the dominant force in trying to get me to keep our Country closed as long as possible in the hope that it will be detrimental to my election success. The real people want to get back to work ASAP.  We will be stronger than ever before!,2020-03-25 20:04:56+00:00,negative
20903,Twitter for iPhone,96-0 in the United States Senate. Congratulations AMERICA!,2020-03-26 04:48:58+00:00,positive
20904,Twitter for iPhone,"I will be doing a News Conference live from the @WhiteHouse at 5:00 P.M. (Eastern) to discuss the mtg of the G20 Leaders that took place this morning at 7:55 A.M. by World Teleconference. Also, my 12:00 P.M. Teleconference call w/50 Governors, plus Territories, will be discussed.",2020-03-26 15:36:38+00:00,neutral
20906,Twitter for iPhone,Will be going out in 10 minutes for the press conference.,2020-03-26 20:57:15+00:00,neutral
20909,Twitter for iPhone,Our great Oil & Gas industry is under under seige after having one of the best years in recorded history. It will get better than ever as soon as our Country starts up again. Vital that it does for our National Security!,2020-03-26 23:06:28+00:00,positive
20911,Twitter for iPhone,Will be interviewed on @seanhannity at 9:10 P.M. @FoxNews,2020-03-27 01:05:59+00:00,neutral
20912,Twitter for iPhone,Just finished a very good conversation with President Xi of China. Discussed in great detail the CoronaVirus that is ravaging large parts of our Planet. China has been through much & has developed a strong understanding of the Virus. We are working closely together. Much respect!,2020-03-27 05:19:02+00:00,positive
20915,Twitter for iPhone,"By empowering the Radical Left Democrats, do nothing Kentucky politician @RepThomasMassie is making their War on the 2nd Amendment more and more difficult to win (But don’t worry, we will win anyway!). He is a disaster for America, and for the Great State of Kentucky!",2020-03-27 14:13:05+00:00,negative
20917,Twitter for iPhone,"As usual with “this” General Motors, things just never seem to work out. They said they were going to give us 40,000 much needed Ventilators, “very quickly”. Now they are saying it will only be 6000, in late April, and they want top dollar. Always a mess with Mary B. Invoke “P”.",2020-03-27 15:16:07+00:00,negative
20919,Twitter for iPhone,Invoke “P” means Defense Production Act!,2020-03-27 15:29:32+00:00,neutral
20920,Twitter for iPhone,We have just purchased many Ventilators from some wonderful companies. Names and numbers will be announced later today!,2020-03-27 15:31:33+00:00,positive
20921,Twitter for iPhone,"Will someone please explain to the Fake News New York Times (ALL THE NEWS THAT’S NOT FIT TO PRINT) that the Democrats make it almost impossible for us to fill positions within government. They “maximum” delay even the best candidates, including Judges, leaving little time!",2020-03-27 15:45:21+00:00,negative
20922,Twitter for iPhone,Thousand of Federal Government (delivered) Ventilators found in New York storage. N.Y. must distribute NOW!,2020-03-27 15:50:15+00:00,neutral
20929,Twitter for iPhone,News conference live from the @WhiteHouse today. 5:30 P.M. Eastern!,2020-03-27 20:32:53+00:00,neutral
20939,Twitter for iPhone,"I love Michigan, one of the reasons we are doing such a GREAT job for them during this horrible Pandemic. Yet your Governor, Gretchen “Half” Whitmer is way in over her head, she doesn’t have a clue. Likes blaming everyone for her own ineptitude! #MAGA",2020-03-28 02:29:57+00:00,neutral
